"attributes","Id","Name","Amount","StageName","AccountId","OwnerId"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4kAAA""}","0063h000008wq4kAAA","Opportunity for Clark1572",480891,"Closed Lost","0013h00000Ffg5dAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4lAAA""}","0063h000008wq4lAAA","Opportunity for Williamson1573",3990000,"Closed Lost","0013h00000Ffg2FAAR","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4oAAA""}","0063h000008wq4oAAA","Opportunity for Sims1582",119967,"Closed Won","0013h00000Ffg6HAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4qAAA""}","0063h000008wq4qAAA","Opportunity for Lamb1584",1728950,"Closed Lost","0013h00000Ffg2FAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4rAAA""}","0063h000008wq4rAAA","Opportunity for Bates1952",127600,"Closed Won","0013h00000Ffg4MAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4sAAA""}","0063h000008wq4sAAA","Opportunity for Webster1954",171660,"Closed Won","0013h00000Ffg14AAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4vAAA""}","0063h000008wq4vAAA","Opportunity for Harper1957",421000,"Closed Won","0013h00000Ffg9GAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4wAAA""}","0063h000008wq4wAAA","Opportunity for Stone1959",1052275,"Closed Won","0013h00000FffysAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4xAAA""}","0063h000008wq4xAAA","Opportunity for Bush1960",1540000,"Closed Lost","0013h00000FffyTAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq4zAAA""}","0063h000008wq4zAAA","Opportunity for Murphy1963",1241390,"Negotiation/Review","0013h00000Ffg4HAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq50AAA""}","0063h000008wq50AAA","Opportunity for Carson1966",3392500,"Closed Lost","0013h00000FffwhAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq51AAA""}","0063h000008wq51AAA","Opportunity for Bowen1968",125340,"Qualification","0013h00000FffydAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq52AAA""}","0063h000008wq52AAA","Opportunity for Nguyen1971",2049800,"Proposal/Price Quote","0013h00000FffwWAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq53AAA""}","0063h000008wq53AAA","Opportunity for Malone1973",108630,"Value Proposition","0013h00000Ffg3ZAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq54AAA""}","0063h000008wq54AAA","Opportunity for Glover1974",48440,"Closed Won","0013h00000Ffg0hAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAFAAY""}","0063h000008wqAFAAY","Opportunity for Vasquez1005",269400,"Closed Won","0013h00000FffweAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAAAAY""}","0063h000008wqAAAAY","Opportunity for McCarthy999",775200,"Closed Won","0013h00000Ffg2pAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqACAAY""}","0063h000008wqACAAY","Opportunity for Chavez1002",355680,"Qualification","0013h00000Ffg6tAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqADAAY""}","0063h000008wqADAAY","Opportunity for Walsh1003",330090,"Closed Lost","0013h00000Ffg3EAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAHAAY""}","0063h000008wqAHAAY","Opportunity for Holmes1012",1348890,"Qualification","0013h00000FffytAAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAIAAY""}","0063h000008wqAIAAY","Opportunity for Richardson1013",499733,"Value Proposition","0013h00000FffwtAAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAJAAY""}","0063h000008wqAJAAY","Opportunity for Floyd1015",401291,"Closed Won","0013h00000FffyzAAB","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqALAAY""}","0063h000008wqALAAY","Opportunity for Kennedy1017",1590600,"Closed Won","0013h00000Ffg42AAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAMAAY""}","0063h000008wqAMAAY","Opportunity for Collier1376",89230,"Prospecting","0013h00000FffweAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqANAAY""}","0063h000008wqANAAY","Opportunity for Bridges1377",794270,"Closed Won","0013h00000Ffg3VAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAOAAY""}","0063h000008wqAOAAY","Opportunity for Elliott1378",3164200,"Closed Lost","0013h00000Ffg2YAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAPAAY""}","0063h000008wqAPAAY","Opportunity for Ray1381",908360,"Closed Won","0013h00000Ffg8IAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAQAAY""}","0063h000008wqAQAAY","Opportunity for Ryan1382",2346320,"Closed Won","0013h00000FffyDAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqARAAY""}","0063h000008wqARAAY","Opportunity for Washington1383",208600,"Closed Won","0013h00000Ffg8EAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqASAAY""}","0063h000008wqASAAY","Opportunity for Griffin1384",374162,"Closed Lost","0013h00000FffwvAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqATAAY""}","0063h000008wqATAAY","Opportunity for Simpson1385",392207,"Qualification","0013h00000Ffg36AAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5BAAQ""}","0063h000008wq5BAAQ","Opportunity for Harrison476",2276590,"Closed Won","0013h00000FfgAYAAZ","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq55AAA""}","0063h000008wq55AAA","Opportunity for Santiago1975",122200,"Prospecting","0013h00000Ffg23AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq58AAA""}","0063h000008wq58AAA","Opportunity for Tucker470",2254450,"Negotiation/Review","0013h00000Ffg63AAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq59AAA""}","0063h000008wq59AAA","Opportunity for Norman472",2807700,"Closed Won","0013h00000Ffg17AAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5CAAQ""}","0063h000008wq5CAAQ","Opportunity for Stokes477",328949,"Closed Won","0013h00000Ffg7YAAR","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5DAAQ""}","0063h000008wq5DAAQ","Opportunity for Henry479",3168250,"Closed Won","0013h00000FffzOAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5EAAQ""}","0063h000008wq5EAAQ","Opportunity for Shaw480",605000,"Perception Analysis","0013h00000FffwnAAB","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5FAAQ""}","0063h000008wq5FAAQ","Opportunity for Silva482",115290,"Closed Won","0013h00000FffyrAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5GAAQ""}","0063h000008wq5GAAQ","Opportunity for Pittman483",458680,"Closed Lost","0013h00000Ffg5PAAR","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5HAAQ""}","0063h000008wq5HAAQ","Opportunity for Sanchez828",397710,"Negotiation/Review","0013h00000Ffg88AAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5IAAQ""}","0063h000008wq5IAAQ","Opportunity for Morris829",5166200,"Closed Won","0013h00000Ffg79AAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5JAAQ""}","0063h000008wq5JAAQ","Opportunity for Medina832",789160,"Closed Won","0013h00000Ffg7BAAR","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5KAAQ""}","0063h000008wq5KAAQ","Opportunity for Nash833",51480,"Closed Won","0013h00000Ffg1wAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5LAAQ""}","0063h000008wq5LAAQ","Opportunity for Mendoza841",2022400,"Closed Won","0013h00000Ffg16AAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5NAAQ""}","0063h000008wq5NAAQ","Opportunity for Thomas843",2124300,"Closed Won","0013h00000Ffg4sAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5PAAQ""}","0063h000008wq5PAAQ","Opportunity for Hughes845",1405500,"Needs Analysis","0013h00000Ffg6XAAR","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAUAAY""}","0063h000008wqAUAAY","Opportunity for Newman1387",2451210,"Closed Won","0013h00000Ffg6cAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAVAAY""}","0063h000008wqAVAAY","Opportunity for Boone1390",69240,"Closed Won","0013h00000FffwdAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAWAAY""}","0063h000008wqAWAAY","Opportunity for Herrera1391",308865,"Closed Lost","0013h00000Ffg23AAB","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAXAAY""}","0063h000008wqAXAAY","Opportunity for Sanders1392",196890,"Closed Won","0013h00000FffyHAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAYAAY""}","0063h000008wqAYAAY","Opportunity for Maldonado1393",739550,"Closed Won","0013h00000FfgBtAAJ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAbAAI""}","0063h000008wqAbAAI","Opportunity for Robinson1397",33600,"Closed Won","0013h00000Ffg2VAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAcAAI""}","0063h000008wqAcAAI","Opportunity for Salazar1398",555200,"Closed Won","0013h00000FffzHAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAdAAI""}","0063h000008wqAdAAI","Opportunity for Kelly1755",197075,"Closed Won","0013h00000FfgAIAAZ","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAeAAI""}","0063h000008wqAeAAI","Opportunity for Buchanan1756",76532,"Closed Lost","0013h00000Ffg6OAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAfAAI""}","0063h000008wqAfAAI","Opportunity for McGee1757",360800,"Proposal/Price Quote","0013h00000Ffg1YAAR","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAgAAI""}","0063h000008wqAgAAI","Opportunity for Nguyen1759",1324800,"Closed Lost","0013h00000Ffg8KAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAhAAI""}","0063h000008wqAhAAI","Opportunity for Luna1760",89400,"Closed Won","0013h00000FffykAAB","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAiAAI""}","0063h000008wqAiAAI","Opportunity for Sanders1761",1049880,"Qualification","0013h00000FfgCGAAZ","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAkAAI""}","0063h000008wqAkAAI","Opportunity for Zimmerman1763",4747520,"Qualification","0013h00000FfgAtAAJ","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAlAAI""}","0063h000008wqAlAAI","Opportunity for Barton1764",3209120,"Value Proposition","0013h00000Ffg2zAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAnAAI""}","0063h000008wqAnAAI","Opportunity for Ramirez1767",3440,"Closed Won","0013h00000Ffg1LAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAoAAI""}","0063h000008wqAoAAI","Opportunity for James1768",1386250,"Closed Won","0013h00000Ffg4MAAR","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5XAAQ""}","0063h000008wq5XAAQ","Opportunity for Spencer1223",32480,"Perception Analysis","0013h00000Ffg8jAAB","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5SAAQ""}","0063h000008wq5SAAQ","Opportunity for Weber1216",329425,"Closed Won","0013h00000FffzsAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5VAAQ""}","0063h000008wq5VAAQ","Opportunity for Greene1220",395835,"Closed Won","0013h00000FffybAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5WAAQ""}","0063h000008wq5WAAQ","Opportunity for Carpenter1221",2887700,"Proposal/Price Quote","0013h00000Ffg6JAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5YAAQ""}","0063h000008wq5YAAQ","Opportunity for Romero1224",4561,"Perception Analysis","0013h00000Ffg3xAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5ZAAQ""}","0063h000008wq5ZAAQ","Opportunity for Young1227",1207960,"Closed Won","0013h00000Ffg6OAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5aAAA""}","0063h000008wq5aAAA","Opportunity for Paul1228",368530,"Closed Won","0013h00000Ffg7xAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5bAAA""}","0063h000008wq5bAAA","Opportunity for Higgins1229",720875,"Closed Won","0013h00000Ffg0vAAB","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5cAAA""}","0063h000008wq5cAAA","Opportunity for Brown1230",2454990,"Qualification","0013h00000Ffg0AAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5eAAA""}","0063h000008wq5eAAA","Opportunity for Bass1237",2855840,"Qualification","0013h00000Ffg5mAAB","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5gAAA""}","0063h000008wq5gAAA","Opportunity for Barton1587",65070,"Closed Lost","0013h00000FffwqAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5kAAA""}","0063h000008wq5kAAA","Opportunity for Kelley1593",1498260,"Closed Lost","0013h00000Fffx3AAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAtAAI""}","0063h000008wqAtAAI","Opportunity for Byrd640",499928,"Closed Won","0013h00000FffyxAAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqApAAI""}","0063h000008wqApAAI","Opportunity for Perez1775",2208300,"Closed Won","0013h00000FfgCJAAZ","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqArAAI""}","0063h000008wqArAAI","Opportunity for Abbott636",121490,"Closed Won","0013h00000Ffg5FAAR","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAsAAI""}","0063h000008wqAsAAI","Opportunity for Jefferson638",719960,"Closed Won","0013h00000Ffg6MAAR","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAuAAI""}","0063h000008wqAuAAI","Opportunity for Carson641",376955,"Closed Won","0013h00000Ffg2DAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAvAAI""}","0063h000008wqAvAAI","Opportunity for Figueroa642",701400,"Needs Analysis","0013h00000FfgCKAAZ","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAwAAI""}","0063h000008wqAwAAI","Opportunity for Jensen643",898800,"Closed Won","0013h00000Ffg1sAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAxAAI""}","0063h000008wqAxAAI","Opportunity for Frazier644",1528750,"Qualification","0013h00000FffxQAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAyAAI""}","0063h000008wqAyAAI","Opportunity for Barrett645",2221650,"Closed Lost","0013h00000FfgABAAZ","0053h000003de70AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqAzAAI""}","0063h000008wqAzAAI","Opportunity for Bowen646",1158700,"Needs Analysis","0013h00000Ffg4HAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB1AAI""}","0063h000008wqB1AAI","Opportunity for Ruiz650",209640,"Closed Won","0013h00000Fffx9AAB","0053h000003de71AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB2AAI""}","0063h000008wqB2AAI","Opportunity for Blair652",965425,"Closed Won","0013h00000FfgBpAAJ","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB3AAI""}","0063h000008wqB3AAI","Opportunity for Norman655",809000,"Closed Won","0013h00000Ffg8WAAR","0053h000003de7CAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB4AAI""}","0063h000008wqB4AAI","Opportunity for Bridges657",1314400,"Qualification","0013h00000FffymAAB","0053h000003de6xAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB6AAI""}","0063h000008wqB6AAI","Opportunity for Willis1022",296805,"Closed Won","0013h00000Ffg2jAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqB9AAI""}","0063h000008wqB9AAI","Opportunity for Santiago1026",2288250,"Closed Won","0013h00000FffwZAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5pAAA""}","0063h000008wq5pAAA","Opportunity for Barker1602",951000,"Needs Analysis","0013h00000FffxxAAB","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5lAAA""}","0063h000008wq5lAAA","Opportunity for Wood1594",140105,"Closed Lost","0013h00000Ffg8eAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5mAAA""}","0063h000008wq5mAAA","Opportunity for Alvarado1597",4824325,"Closed Won","0013h00000Ffg3YAAR","0053h000003de7AAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5oAAA""}","0063h000008wq5oAAA","Opportunity for Massey1601",154353,"Closed Won","0013h00000Ffg01AAB","0053h000003de76AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5qAAA""}","0063h000008wq5qAAA","Opportunity for Cunningham1976",503975,"Closed Won","0013h00000FffxVAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5sAAA""}","0063h000008wq5sAAA","Opportunity for Ellis1978",2745600,"Closed Won","0013h00000FfgA4AAJ","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5tAAA""}","0063h000008wq5tAAA","Opportunity for McLaughlin1979",98850,"Closed Won","0013h00000FfgB5AAJ","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5uAAA""}","0063h000008wq5uAAA","Opportunity for Park1980",532950,"Value Proposition","0013h00000Ffg9KAAR","0053h000003de74AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5wAAA""}","0063h000008wq5wAAA","Opportunity for Mann1985",498880,"Closed Lost","0013h00000Fffx0AAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5xAAA""}","0063h000008wq5xAAA","Opportunity for Paul1992",650350,"Closed Lost","0013h00000Ffg1tAAB","0053h000003de6zAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5yAAA""}","0063h000008wq5yAAA","Opportunity for Burton1994",987930,"Needs Analysis","0013h00000Ffg2HAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq5zAAA""}","0063h000008wq5zAAA","Opportunity for Santiago1997",1394000,"Closed Won","0013h00000Ffg7dAAB","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq61AAA""}","0063h000008wq61AAA","Opportunity for Spencer490",281412,"Closed Lost","0013h00000Ffg9GAAR","0053h000003de7DAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq62AAA""}","0063h000008wq62AAA","Opportunity for Wilkerson493",597750,"Closed Won","0013h00000Ffg6OAAR","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq63AAA""}","0063h000008wq63AAA","Opportunity for Lyons494",2371900,"Qualification","0013h00000Ffg2cAAB","0053h000003de75AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wq64AAA""}","0063h000008wq64AAA","Opportunity for Smith497",1527725,"Closed Won","0013h00000Fffy4AAB","0053h000003de7BAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBFAAY""}","0063h000008wqBFAAY","Opportunity for Lopez1040",79550,"Closed Won","0013h00000Ffg7XAAR","0053h000003de73AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBBAAY""}","0063h000008wqBBAAY","Opportunity for Walton1035",2550000,"Closed Won","0013h00000Ffg0EAAR","0053h000003de77AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBCAAY""}","0063h000008wqBCAAY","Opportunity for Mendez1036",459280,"Closed Won","0013h00000Ffg9QAAR","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBEAAY""}","0063h000008wqBEAAY","Opportunity for Ortiz1039",128265,"Closed Won","0013h00000Ffg0zAAB","0053h000003de6wAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBGAAY""}","0063h000008wqBGAAY","Opportunity for Houston1041",3513380,"Closed Won","0013h00000FffzNAAR","0053h000003de6yAAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBHAAY""}","0063h000008wqBHAAY","Opportunity for Jackson1400",3555960,"Closed Won","0013h00000Ffg6fAAB","0053h000003de79AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBIAAY""}","0063h000008wqBIAAY","Opportunity for Gutierrez1402",96977,"Closed Won","0013h00000Ffg2jAAB","0053h000003de7EAAQ"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBKAAY""}","0063h000008wqBKAAY","Opportunity for Dixon1405",644000,"Qualification","0013h00000Ffg8eAAB","0053h000003de72AAA"
"{""type"":""Opportunity"",""url"":""/services/data/v54.0/sobjects/Opportunity/0063h000008wqBLAAY""}","0063h000008wqBLAAY","Opportunity for Cobb1406",802000,"Qualification","0013h00000FfgBKAAZ","0053h000003de76AAA"
